時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2016/03/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8179.75
2016/03/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8832.50
2016/03/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8421.25
2016/03/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7597.00
2016/03/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7553.75
2016/03/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8144.00
2016/03/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8318.50
2016/03/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8333.50
2016/03/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8125.75
2016/04/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7395.75
2016/04/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7036.00
2016/04/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6924.00
2016/04/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6907.25
2016/04/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6916.75
2016/04/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8147.00
2016/04/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8504.00
2016/04/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8279.00
2016/04/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7551.50
2016/04/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7593.00
2016/04/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8141.50
2016/04/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9444.00
2016/04/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10032.00
2016/04/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10067.50
2016/04/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10001.50
2016/04/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9521.00
2016/04/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9454.00
2016/04/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9690.00
2016/04/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10134.00
2016/04/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10163.00
2016/04/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11071.50
2016/04/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10747.00
2016/04/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9995.50
2016/04/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9709.00
2016/04/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11029.00
2016/04/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11247.00
2016/04/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11386.00
2016/04/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10991.50
2016/04/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9918.50
2016/04/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9353.00
2016/05/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9443.00
2016/05/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10808.50
