時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2017/04,North,CCAuditorium,1F郵局P動力,Rented                  ,1772.47
2017/04,North,ActivityCenter,華通燈插                ,Rented                  ,1758.83
2017/04,North,WasteWater,主迴路                 ,Admin                  ,1556.88
2017/04,North,DinningHall2                ,2F快餐部L燈力,Rented                  ,1474.58
2017/04,North,ActivityCenter,眼鏡部                 ,Rented                  ,1217.34
2017/04,North,Gym,司令台                 ,Admin                  ,1181.57
2017/04,North,DinningHall2                ,3F員工餐廳L燈力,Rented                  ,1033.03
2017/04,North,DinningHall2                ,3F教職員餐廳L燈力,Rented                  ,991.34
2017/04,North,Gym,籃排球場                ,Admin                  ,895.37
2017/04,North,ActivityCenter,美髮部                 ,Rented                  ,885.51
2017/04,North,ActivityCenter,理髮部                 ,Rented                  ,873.09
2017/04,North,EECS,網球場燈力               ,Admin                  ,730.48
2017/04,North,ActivityCenter,華通空調                ,Rented                  ,716.08
2017/04,North,SD10,學生交誼廳               ,Dorm                  ,585.73
2017/04,North,First_dorm,主迴路                 ,Dorm                  ,552.62
2017/04,North,ActivityCenter,洗衣部                 ,Rented                  ,336.62
2017/04,North,CCAuditorium,1F郵局L燈力,Rented                  ,176.63
2017/04,North,ActivityCenter,空調R                 ,Admin                  ,0
2017/04,North,Info(North),主迴路                 ,Admin                  ,0
2017/04,North,DinningHall2                ,2F水果部P動力,Rented                  ,0
2017/03,North,Tien_gia_bin,主迴路                 ,Teach                  ,283449.9
2017/03,North,SC,主迴路                 ,Teach                  ,253917.5
2017/03,North,EECS,主迴路                 ,Teach                  ,162137
2017/03,North,SB,主迴路                 ,Teach                  ,138637
2017/03,North,Swim,主迴路                 ,Admin                  ,86021.75
2017/03,North,DinningHall2                ,主迴路                 ,Rented                  ,68094.25
2017/03,North,DinningHall2                ,3F教職員餐廳L燈力,Rented                  ,54728.1
2017/03,North,ActivityCenter,主迴路                 ,Admin                  ,51351.98
2017/03,North,EnvProtect_bd,主迴路                 ,Teach                  ,40636.55
2017/03,North,SA,主迴路                 ,Teach                  ,40157.38
2017/03,North,SD10,主迴路                 ,Dorm                  ,36502.59
2017/03,North,Gym,主迴路                 ,Admin                  ,34303.56
2017/03,North,StudentDormitory9,主迴路                 ,Dorm                  ,33479.38
2017/03,North,Engineer2,主迴路                 ,Teach                  ,25768.88
2017/03,North,DinningHall2                ,1F動力1,Rented                  ,24185.88
2017/03,North,CCAuditorium,主迴路                 ,Admin                  ,24025.94
2017/03,North,Manegement1,主迴路                 ,Teach                  ,21471.19
2017/03,North,HA1,主迴路                 ,Teach                  ,20375.88
2017/03,North,GraduateDorm1,主迴路                 ,Dorm                  ,19931.5
2017/03,North,HABuilding2                ,主迴路                 ,Teach                  ,19476.13
